platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100
kakao,쭌곱창,reviewer_001339,1,2025-01-03,,,홍대 근처에 가성비에 양많구 맛있는 곱창집은 처음이예요…🥺 비주얼부터가 미쳤고 세트 구성 진짜 야무져요!! 덕분에 일행이랑 맛있게 먹는 저녁입니다 ☺️,84,1,5,5.0,브론즈 레벨,14.5,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,1,1,2,0,0,1,0,2,0,0,0,3,1,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0
kakao,쭌곱창,reviewer_001340,19,2025-01-01,,,너무 친절하구 음식이 너무 맛있어요! 가성비 킹입니다..❤️,33,1,5,4.4,실버 레벨,-7.0,0,low,0.2,1.0,strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | many_intensifier_weak_context:-1 | category_count:+0.7 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kakao,쭌곱창,reviewer_001341,1,2025-01-01,,,단순 가성비만 좋은게 아니라 진짜 너무 맛있어요 ㅠ 곱창+갈비 다양한 소스에 찍어먹는 재미도 있고 추천드리는 맛집입니다 🥹,68,1,5,5.0,브론즈 레벨,6.9,1,high,1.0,5.0,account_review_count_is_1:-1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,3,2,2,1,0,0,1,0,2,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001342,2,2026-05-01,,,처음와봤는데 안주도맛있고 분위기도 좋아요!,23,1,5,3.0,브론즈 레벨,1.5,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | account_review_count_under_5:-0.5 | temporal_experience_review:+1.0 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,2,2,0,2,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001343,1,2026-05-01,,,분위기가 너무 좋고 친절하고 맛있어요!!🫶,23,1,5,5.0,브론즈 레벨,-11.799999999999999,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | category_count:+1.4 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001344,11,2026-05-01,,,분위기 좋고 데이트하기 너무 좋아요👍👍부대찌개도 푸짐하고 너무 맛있었어요ㅎㅎㅎ,43,0,5,5.0,브론즈 레벨,4.8,0,high,1.0,5.0,has_menu:+0.3 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5,2,1,1,2,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
kakao,홍대 조선시대,reviewer_001345,1,2026-04-30,,,일단 너무 맛있습니다ㅠㅠ 제가 술을 잘 안먹는데 여기 딸기막걸리는 정말 예술이에요ㅠ 진짜 정말 맛있어요🥹 여기 정말 자주자주 오는 이유이기도 합니다! 근데 막걸리뿐만아니라 안주들도 다 맛있어요! 꼭 여기 오세요!,118,1,5,5.0,브론즈 레벨,10.299999999999999,1,high,1.0,5.0,account_review_count_is_1:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | has_photo_with_detail:+0.2,3,1,2,1,0,0,1,0,2,0,0,0,0,0,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001346,1,2026-04-29,,,헐 ~~ 진짜 맛있게 먹었어요 !! 분위기랑 인테리어가 정말 좋아요 !! 서비스 전병도 가득가득 주셨어요 !! 감사합니다 💖💖,70,1,5,5.0,브론즈 레벨,10.6,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | photo_without_enough_detail:-0.2,2,3,0,3,0,0,1,0,1,0,0,0,2,0,0,5,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001347,23,2026-04-28,,,그냥 모든게다 완벽함 맛있게 잘먹었습니다 👍,24,1,5,5.0,브론즈 레벨,-0.4,0,low,0.2,1.0,short_generic_but_specific:-0.2 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
kakao,홍대 조선시대,reviewer_001348,1,2026-04-28,,,닭발 맛있어염,7,1,4,4.0,브론즈 레벨,-12.7,0,low,0.2,0.8,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001349,2,2026-04-25,,,꾀돌이가 기본 안주?? 이건 인정,18,1,4,4.5,브론즈 레벨,-4.2,0,low,0.2,0.8,short_low_specificity:-1.5 | low_information_review:-2 | account_review_count_under_5:-0.5 | photo_without_enough_detail:-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001350,2,2026-04-25,,,여기 술이 정말 다양해요 부산사람인데 여기 좋은데이 있어서 소리지름,37,1,5,3.0,브론즈 레벨,-1.7,0,low,0.2,1.0,account_review_count_under_5:-0.5 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001351,1,2026-04-25,,,안주 너무 맛있었고 분위기 완전 좋았어요!!,24,1,5,5.0,브론즈 레벨,-13.5,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | many_intensifier_weak_context:-1 | category_count:+0.7 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001352,1,2026-04-25,,,막걸리랑 잘 어울리는 안주 찾다가 방문했는데 분위기도 좋고 음식도 깔끔하네요. 특히 안주가 술이 술술 들어갈 메뉴네요 ㅎㅎ다음에 또 들를게요!,79,0,5,5.0,브론즈 레벨,6.899999999999999,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8,0,3,1,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001353,1,2026-04-25,,,술이 일단 정말 싸고 직원분들도 다 친절하셔요 무엇보다 분위기가 정말 좋아요,42,1,5,5.0,브론즈 레벨,4.3,0,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_sensory_detail:+0.6 | positive_narrative:+2.0 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | photo_without_enough_detail:-0.2,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001354,1,2026-04-25,,,홍대에서 이렇게 가성비 좋은 술집 찾기 힘든거 같아요 너무 맛있고 지인들이랑 같이 오기도 좋은 거 같아요. 다음에는 룸 예약해서 오고 싶네요 ㅎㅎ,81,0,5,5.0,브론즈 레벨,4.8,0,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5,1,1,0,1,0,0,0,0,1,0,0,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001355,1,2026-04-24,,,맛있어서 허겁지겁 먹는다고 급하게 찍었는데 진짜 강추에요,31,1,5,5.0,브론즈 레벨,2.5,0,ambiguous,0.5,2.5,account_review_count_is_1:-1.0 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001356,1,2026-04-24,,,완전 안주 JMT!!🤤 완전 강추입니다~!! ㅎㅎ,27,1,5,5.0,브론즈 레벨,-12.7,0,low,0.2,1.0,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | many_intensifier_weak_context:-1 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001357,1,2026-04-23,,,음식이 맛있고 가성비가 좋아요. 술도 다양해서 추천합니다!,32,1,5,5.0,브론즈 레벨,-7.7,0,low,0.2,1.0,strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001358,1,2026-04-23,,,맛있어요!!,6,1,5,5.0,브론즈 레벨,-13.7,0,low,0.2,1.0,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001359,1,2026-04-23,,,"홍대에서 분위기 좋은 술집 찾다가 방문한 조선시대. 이름처럼 한국적인 분위기가 살아 있어서 들어가자마자 눈길이 갔고, 인테리어가 독특해서 친구들이랑 사진 찍기에도 좋았음. 전체적으로 시끌벅적하면서도 부담 없는 분위기라 모임하기 편했고, 안주도 술이랑 잘 어울려서 만족스러웠다. 홍대 술집답게 접근성도 좋고, 2차나 가볍게 한잔하러 가기에도 괜찮은 곳. 색다른 분위기의 홍대 술집 찾는다면 한 번쯤 가볼 만한 곳!",230,1,5,5.0,브론즈 레벨,11.8,1,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,1,8,2,2,1,0,0,0,0,2,3,0,6,0,0,5,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001360,80,2026-04-23,,,감자전이랑 누룽지탕이랑 김치 너무너무 맛있어요 대박!!!생일 저녁상으로 최고,42,1,5,3.1,실버 레벨,5.6,0,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,3,0,2,1,0,0,0,0,3,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
kakao,홍대 조선시대,reviewer_001361,6,2026-04-23,,,안주가 맛있고 게임이 있어서 재밌어요! ㅎㅎ,24,0,5,2.7,브론즈 레벨,-10.7,0,low,0.2,1.0,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_under_10:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kakao,홍대 조선시대,reviewer_001362,2,2026-04-19,,,직원분들도 친절하고 음식이 맛있어서 좋아요~ 다음에 또 오고싶어요!!,38,1,5,3.0,브론즈 레벨,3.0,0,ambiguous,0.5,2.5,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,3,1,0,1,0,0,0,0,0,0,0,0,1,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001363,215,2026-04-17,,,룸 공간 있으면 조용히 대화하기 좋아요!!,23,1,5,4.3,골드 레벨,-4.5,0,low,0.2,1.0,short_low_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | category_count:+0.7 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
kakao,홍대 조선시대,reviewer_001364,1,2026-04-17,,,술밥이 술술 들어갑니다 술도 술술들어가요,22,1,5,5.0,브론즈 레벨,-0.7,0,low,0.2,1.0,account_review_count_is_1:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001365,3,2026-04-16,,,맛있고 게임이.재밌어요 안주 싼편은아닌데 할인혜택이많아서 오히려 가성비있을지도??,45,0,5,5.0,브론즈 레벨,-5.5,0,low,0.2,1.0,generic_without_detail:-3 | no_number_detail_with_praise:-1 | account_review_count_under_5:-0.5 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001366,1,2026-04-15,,,전이랑 막걸리 땡길때 너무 좋아요!! 양도 많고 맛있아요!!,33,1,5,5.0,브론즈 레벨,-3.2,0,low,0.2,1.0,strong_generic_without_specificity:-1.5 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | account_review_count_is_1:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001367,1,2026-04-12,,,맛있어요 좋아요~!!,11,1,5,5.0,브론즈 레벨,-13.2,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001368,1,2026-04-11,,,너무맛있어서 다 먹어버렸어요 야르~~,20,1,5,5.0,브론즈 레벨,-11.7,0,low,0.2,1.0,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001369,1,2026-04-11,,,컨셉이 진짜 제대로고 분위기 좋아요 -!,22,1,5,5.0,브론즈 레벨,3.0,0,ambiguous,0.5,2.5,short_generic_but_specific:-0.2 | account_review_count_is_1:-1.0 | category_count:+1.4 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | photo_without_enough_detail:-0.2,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001370,1,2026-04-10,,,안주 싸고 맛있어요! 분위기도 좋아요😀,21,1,5,5.0,브론즈 레벨,-12.5,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | category_count:+0.7 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001371,2,2026-04-09,,,안주가 다양한데 다 맛있고 막걸리가 너무너무 맛있습니다 특히 말차크림막걸리는 진짜 말차라떼처럼 부드럽고 달달해요 ㅜㅜ 너무 많이 마셔서 배부르게 먹고 갑니다!! 다음에 또 방문하고 싶어요,104,1,5,5.0,브론즈 레벨,17.1,1,high,1.0,5.0,account_review_count_under_5:-0.5 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,1,2,2,0,0,3,0,4,0,2,0,2,3,0,2,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
kakao,홍대 조선시대,reviewer_001372,7,2026-04-08,,,맛있어요 ㅎㅎ 막걸리 맛있어요,16,1,5,2.7,브론즈 레벨,-7.9,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | short_generic_review:-2 | no_number_detail_with_praise:-1 | menu_without_experience_detail:-1.0 | account_review_count_under_10:-0.2 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
kakao,홍대 조선시대,reviewer_001373,1,2026-04-08,,,맛있어용,4,1,5,5.0,브론즈 레벨,-13.7,0,low,0.2,1.0,ultra_short_review:-2 | short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001374,1,2026-04-06,,,서비스랑 해서 직원 분들도 친절 하셔서 기쁘게 마신거 같습니다 막걸리도 좋고 소주도 좋고!,50,1,5,5.0,브론즈 레벨,3.8,0,high,1.0,5.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001375,1,2026-04-04,,,물회육회 개맛도리~~~,12,1,4,4.0,브론즈 레벨,-3.2,0,low,0.2,0.8,short_low_specificity:-1.5 | menu_without_experience_detail:-1.0 | account_review_count_is_1:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
kakao,홍대 조선시대,reviewer_001376,1,2026-04-03,,,맛있습니다 굳굳👍👍,10,1,5,5.0,브론즈 레벨,-13.2,0,low,0.2,1.0,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_is_1:-1.0 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
